Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,disHT2,disVeg2,dna_id,prevtags,first_action,exit_time
101,Y,Cc,4312453074,E,UUT668,A,,,,,,,,,,58,94,1,90,2,16,0,0,Also laid nest #40 and #81; LFF tag applied,2:30:00 AM,23SEP2013,27JUL2013,97%,80%,,,33.8983300,-77.950870,42L,Y,93,33.8983100,-77.950750,33.8983300,-77.950870,42L,42L,East,East,,,,,,,,
102,Y,Cc,4A602F5518,E,UUT626,E,UUT727,E,,,,,,,,54,,1,119,2,19,0,1,"Also laid nest #13, #37, #55 and #79, Excavated early due to extensive washover",4:01:00 AM,19SEP2013,27JUL2013,97%,81%,,,33.8611000,-77.959510,42L,N,123,33.8611000,-77.959510,,,,42L,East,,,,,,,,,
103,N,Cc,,,,,,,,,,,,,,60,,1,120,2,2,5,0,Turtle not seen,4:10:00 AM,25SEP2013,27JUL2013,98%,92%,,,33.8552800,-77.959980,42L,N,123,33.8552800,-77.959980,,,,42L,East,,,,,,,,,
104,Y,Cc,982.000167802320; 3D6.000,A,UUT629,A,UUT754,A,100.3,98,89.5,90.8,90,71.7,Y,56,127,1,102,6,16,1,0,New turtle; all tags applied,11:00:00 PM,23SEP2013,29JUL2013,94%,78%,,,33.8541200,-77.960080,42L,Y,109,33.8541200,-77.960060,33.8541200,-77.960080,42L,42L,East,East,,,,,,,,
105,Y,,470D277210 & 470D4D1402,,UUT782,E,UUT669,E,111.5,110,102.5,103.2,102,76.3,,66,,1,129,5,0,1,0,"Previously satellite tagged- Billie; also laid nest #11, #36 and #61",2:50:00 AM,04OCT2013,30JUL2013,96%,95%,,,33.8489000,-77.959760,42R,N,135,33.8489000,-77.959760,,,,42R,East,,,,,,,,,
106,Y,Cc,4B1C7E5236,E,UUT790,E,UUT772,E,,,,,,,,56,,1,95,1,7,0,1,"Also laid nest #17, #41, #65 and #87",5:15:00 AM,24SEP2013,30JUL2013,97%,90%,,,33.8452700,-77.968870,36R,N,98,33.8452700,-77.968870,,,,36R,South,,,,,,,,,
107,Y,Cc,4A5A5D3C52,E,UUT608,E,UUT609,E,93.1,92,86.3,84.7,85,72.9,,61,,1,82,6,32,0,0,"Also laid nest #28, #70 and #89",3:20:00 AM,30SEP2013,31JUL2013,92%,56%,,,33.8474200,-77.959830,42R,N,89,33.8474200,-77.959830,,,,42R,East,,,,,,,,,
108,Y,Cc,982.000167798018; 3D6.000,A,,,,,,,,,,,Y,52,122,1,87,26,7,1,2,New turtle; PIT applied- no time for flipper tags,11:00:00 PM,22SEP2013,01AUG2013,75%,68%,,,33.8459200,-77.969840,35R,Y,116,33.8433500,-77.964690,33.8459200,-77.969840,35R,36L,South,South,,,,,,,,
109,Y,Cm,982.000167796574; 3D6.000,A,UUT637,,UUT642,,112,112,102.5,105,105,82.6,Y,59,,1,114,31,4,1,4,GREEN TURTLE; all tags applied,11:30:00 PM,29SEP2013,01AUG2013,76%,73%,,,33.8621400,-77.953290,42L,N,150,33.8621400,-77.953290,,,,42L,East,,,,,,,,,
110,N,Cc,,,,,,,,,,,,,,53,,1,113,3,10,0,0,Turtle not seen,4:00:00 AM,23SEP2013,01AUG2013,97%,88%,,,33.8424100,-77.961260,39R,N,117,33.8424100,-77.961260,,,,39R,East,,,,,,,,,
111,Y,Cc,47050D0E65,E,UUT636,E,UUT755,E,99.9,98,87,93.6,91,70,,51,122,1,119,8,12,1,1,"Previously satellite tagged- Freedom; also laid nest #42, #67 and #91",2:37:00 AM,24SEP2013,04AUG2013,92%,82%,,,33.8445600,-77.967090,36L,Y,129,33.8434000,-77.964820,33.8445600,-77.967090,36L,36L,South,South,,,,,,,,
112,N,Cc,,,,,,,,,,,,,,62,,1,67,11,60,7,3,"Turtle not seen, Excavated early to due extensive washover and erosion",4:15:00 AM,09OCT2013,05AUG2013,82%,0%,,,33.8537900,-77.960020,42L,N,82,33.8537900,-77.960020,,,,42L,East,,,,,,,,,
113,Y,Cc,4C132E2652,E,RRZ265,E,UUT615,E,95.7,95,88.5,85.7,85,68.2,,64,,1,92,11,92,0,0,"Also laid nest #44, #69 and #94, Excavated early to due extensive washover and erosion",11:54:00 PM,09OCT2013,06AUG2013,88%,0%,,,33.8597500,-77.959610,42L,N,104,33.8597500,-77.959610,,,,42L,East,,,,,,,,,
114,N,Cc,,,,,,,,,,,,,,65,,1,98,20,45,5,20,"Nest found in AM- Satelitte tagged Sarich, Excavated early to due extensive washover and erosion",6:30:00 AM,09OCT2013,08AUG2013,71%,35%,,,33.9024000,-77.949110,42L,N,139,33.9024000,-77.949110,,,,42L,East,,,,,,,,,
115,N,Cc,,,,,,,,,,,,,,55,,1,114,18,5,0,0,Nest found in AM; orginially thought to be a false crawl; eggs found and relocated on 8/10,,03OCT2013,09AUG2013,86%,82%,,,33.8463400,-77.970750,34L,Y,133,33.8430000,-77.963760,33.8463400,-77.970750,34L,36L,South,South,,,,,,,,
116,N,Cc,,,,,,,,,,,,,,58,75,1,75,0,7,0,0,Nest found in AM,7:30:00 AM,09OCT2013,12AUG2013,99%,89%,,,33.8462100,-77.970480,34L,Y,76,33.8489300,-77.978080,33.8462100,-77.970480,34L,30R,South,South,,,,,,,,
117,N,Cc,,,,,,,,,,,,,,70,,1,77,10,18,1,0,Nest found in AM,7:00:00 AM,25OCT2013,16AUG2013,88%,66%,,,33.8461300,-77.959990,39L,N,88,33.8461300,-77.959990,,,,39L,East,,,,,,,,,
118,N,Cc,,,,,,,,,,,,,,73,113,2,85,28,61,1,1,"Nest found in AM, 1 egg punctured by finger during relocation",6:30:00 AM,04NOV2013,23AUG2013,73%,20%,,,33.8534900,-77.992880,20L,Y,116,33.8533000,-77.992960,33.8534900,-77.992880,20L,20L,South,South,,,,,,,,
119,N,Cm,,,,,,,,,,,,,,,163,1,0,163,0,0,0,Nest found in AM; GREEN TURTLE!!!,7:00:00 AM,,26AUG2013,0%,0%,,,33.8910400,-77.953880,42L,Y,164,33.8423500,-77.961980,33.8910400,-77.953880,42L,36L,South,East,,,,,,,,
120,N,Cc,,,,,,,,,,,,,,,,,,,,,,Undetected nest; found predated on 10/29; 85 eggshells found,12:00:00 PM,,29OCT2013,,,,,33.9035900,-77.948740,42L,N,,33.9035900,-77.948740,,,,42L,East,,,,,,,,,
1,Y,Cc,42561A204A,E,UUT613,A,UUT663,A,,,,,,,Y,63,,1,95,8,2,0,0,PIT existing; both flipper tags applied; RFF tag did not stay in; last nested on BHI in 2002!,12:00:00 AM,07AUG2014,05JUN2014,91%,89%,,,33.8593800,-77.959770,42L,N,104,33.8593800,-77.959770,,,,42L,,,,,,,,,,
2,Y,Cc,982000167830021,A,UUT671,A,UUT657,A,95,93,86,90,87,74,Y,53,111,1,80,22,1,0,0,New turtle; all tags applied; false crawl #1 and #4,11:41:00 PM,29JUL2014,06JUN2014,78%,77%,,,33.8526300,-77.990190,23R,Y,103,33.8524700,-77.990400,33.8526300,-77.990190,23R,23R,South,,,,,,,,,
3,Y,Cc,,,,,,,,,,,,,,63,54,1,1,53,0,0,0,Turtle found as covering; went to the water without being seen; couldn’t look for tags,1:15:00 AM,08AUG2014,06JUN2014,2%,2%,,,33.8456700,-77.969160,35L,Y,55,33.8423300,-77.961340,33.8456700,-77.969160,35L,36L,South,,,,,,,,,
4,Y,Cm,42553D2205,E,UUT788,A,UUT742,E,115.3,115,105.7,105.7,106,84.7,Y,63,,1,146,29,2,0,0,GREEN!!!!; LFF tag applied,12:05:00 AM,13AUG2014,11JUN2014,83%,82%,,,33.8572000,-78.001830,15L,N,176,33.8572000,-78.001830,,,,15L,,,,,,,,,,
5,Y,Cc,982000167829526,A,UUT761,A,UUT631,A,,,,,,,Y,60,,1,91,8,2,1,0,New turtle; all tags applied; neither flipper tag stayed in,12:01:00 AM,11AUG2014,12JUN2014,91%,88%,,,33.8564400,-77.959970,42L,N,100,33.8564400,-77.959970,,,,42L,,,,,,,,,,
6,Y,Cc,4B1E382B2A,E,RRZ595,E,UUT635,A,110.4,109,106.1,,,,Y,59,,1,85,55,2,1,2,Sharkbite!,10:45:00 PM,12AUG2014,14JUN2014,59%,57%,,,33.8482200,-77.975720,32L,N,143,33.8482200,-77.975720,,,,32L,,,,,,,,,,
7,Y,Cc,4336204A43,E,RRZ509,E,UUT630,A,107.9,107,97.5,97.5,98,71.5,Y,61,152,1,36,116,13,1,0,Previously satellite tagged- Fluffy,1:38:00 AM,15AUG2014,15JUN2014,24%,14%,,,33.8458300,-77.969630,35R,Y,153,33.8430700,-77.964020,33.8458300,-77.969630,35R,36L,South,,,,,,,,,
8,Y,Cc,,,,,,,,,,,,,Y,58,120,1,106,13,0,0,0,Turtle found as covering; no tags found; biopsy taken on way back to ocean,1:30:00 AM,16AUG2014,19JUN2014,88%,88%,,,33.8540300,-77.994430,19L,Y,120,33.8540400,-77.994500,33.8540300,-77.994430,19L,19L,South,,,,,,,,,
9,Y,Cc,982000167828151,A,UUT618,A,UUT660,A,98.1,97,90.2,89.7,86,,Y,60,131,2,99,23,6,1,0,New turtle; all tags applied; RFF tag did not stay in,2:21:00 AM,19AUG2014,20JUN2014,80%,74%,,,33.8455400,-77.970110,35R,Y,124,33.8438300,-77.965960,33.8455400,-77.970110,35R,36L,South,,,,,,,,,
10,N,Cc,,,,,,,,,,,,,,55,127,4,99,17,6,0,0,Beaches not patrolled due to rain; eggs found and relocated in AM,5:15:00 AM,15AUG2014,21JUN2014,83%,78%,,,33.8459000,-77.969690,35R,Y,120,33.8422600,-77.960610,33.8459000,-77.969690,35R,36L,South,,,,,,,,,
11,Y,Cc,982000167797024,A,,,UUT639,A,,,,,,,,,,6,9,58,0,2,0,New turtle; PIT and RFF applied; no time for LFF or measurments,12:51:00 AM,,23JUN2014,12%,10%,,,33.8579900,-77.959890,42L,N,73,33.8579900,-77.959890,,,,42L,,,,,,,,,,
12,Y,Cc,982000167829709,A,UUT602,A,TTL452,A,93.6,91,83.1,84.6,83,63.3,,56,81,1,77,4,4,0,0,New turtle; all tags applied,12:03:00 AM,19AUG2014,24JUN2014,94%,89%,,,33.8456100,-77.969040,35L,Y,82,33.8429000,-77.961030,33.8456100,-77.969040,35L,36L,South,,,,,,,,,
13,Y,Cc,982000167802425,A,TTL457,A,UUT634,A,94.7,93,89,,,,Y,57,115,1,100,13,1,1,0,New turtle; all tags applied,11:10:00 PM,23AUG2014,27JUN2014,88%,86%,,,33.8575500,-78.002400,15R,Y,114,33.8703200,-78.008230,33.8575500,-78.002400,15R,9,West,,,,,,,,,
14,Y,Cc,4B1E382B2A,E,RRZ595,E,UUT635,E,110,108,102,103,102,78,,59,138,1,126,8,4,0,0,Sharkbite! Also laid nest #6,1:41:00 AM,26AUG2014,28JUN2014,93%,90%,,,33.8466100,-77.971440,34R,Y,135,33.8464400,-77.971700,33.8466100,-77.971440,34R,34R,South,,,,,,,,,
15,Y,Cc,4336204A43,E,RRZ509,E,UUT630,E,,,,,,,,61,156,2,95,61,1,0,0,Previously satellite tagged- Fluffy; Also laid nest # 7,11:20:00 PM,29AUG2014,29JUN2014,60%,59%,,,33.8456400,-77.969130,35R,Y,158,33.8431600,-77.964300,33.8456400,-77.969130,35R,36L,South,,,,,,,,,
16,N,Cc,,,,,,,,,,,,,,59,,,9,95,1,1,1,Beaches not patrolled due to Hurricane Arthur; nest found in AM,7:15:00 AM,01SEP2014,04JUL2014,,,,,33.8477400,-77.974310,32L,N,,33.8477400,-77.974310,,,,32L,,,,,,,,,,
17,N,Cc,,,,,,,,,,,,,,58,,,98,10,0,1,0,Beaches not patrolled due to Hurricane Arthur; nest found in AM,8:15:00 AM,31AUG2014,04JUL2014,,,,,33.8490000,-77.978010,30L,N,,33.8490000,-77.978010,,,,30L,,,,,,,,,,
18,Y,Cc,982000167830021,E,UUT671,E,UUT657,E,,,,,,,,51,,3,115,9,24,1,0,Same turtle that laid nest #2,11:20:00 PM,25AUG2014,05JUL2014,91%,71%,,,33.8475400,-77.973880,32L,N,127,33.8475400,-77.973880,,,,32L,,,,,,,,,,
19,Y,Cc,410C2E0813,E,TTL454,A,TTL461,A,,99,93.5,,93,72.5,Y,58,,1,63,44,1,0,1,Turtle nested on BHI in 2002 and 2009; flipper tags applied- neither stayed in,11:33:00 PM,01SEP2014,05JUL2014,58%,57%,,,33.8466100,-77.971540,34R,N,109,33.8466100,-77.971540,,,,34R,,,,,,,,,,
20,N,Cc,,,,,,,,,,,,,,54,,1,88,23,2,1,1,Both UTVs broken; nest found in AM,9:00:00 AM,28AUG2014,05JUL2014,78%,75%,,,33.8577600,-78.002650,15R,Y,113,33.8577100,-78.002670,33.8577600,-78.002650,15R,15R,South,,,,,,,,,
21,Y,Cc,982000167802514,A,,,TTL455,A,,,,,,,Y,,,1,91,8,0,91,0,New turtle; PIT and RFF applied; no time for LFF or measurments,1:16:00 AM,,08JUL2014,91%,0%,,,33.8496200,-77.959970,42R,N,100,33.8496200,-77.959970,,,,42R,,,,,,,,,,
22,Y,Cc,4B1E382B2A,E,RRZ595,E,UUT635,E,,,,,,,,54,,,125,6,26,2,16,Sharkbite! Also laid nest #6 & #14,4:45:00 AM,03SEP2014,11JUL2014,,,,,33.8493100,-77.978930,30L,N,,33.8493100,-77.978930,,,,30L,,,,,,,,,,
23,Y,Cc,4336204A43,E,RRZ509,E,UUT630,E,107,106,100,99,98,76.4,,55,152,1,146,5,2,0,0,Previously satellite tagged- Fluffy; Also laid nest # 7 & #15,11:40:00 PM,07SEP2014,14JUL2014,96%,95%,,,33.8583300,-78.003370,13L,Y,152,33.8583100,-78.003440,33.8583300,-78.003370,13L,13L,South,,,,,,,,,
24,Y,Cc,982000167829526,E,UUT672,A,UUT610,A,93.5,92,89,86.5,85,70.5,,61,,1,81,10,2,0,0,Also laid nest #5,2:20:00 AM,13SEP2014,14JUL2014,88%,86%,,,33.8611800,-77.959160,42L,N,92,33.8611800,-77.959160,,,,42L,,,,,,,,,,
25,Y,Cc,470D221272,E,TTL472,A,UUT647,A,95,93,90,87,86,69,Y,61,,1,44,53,0,0,0,"Previously satellite tagged- Howard; both flipper tags applied, pit tag: right side",11:50:00 PM,15SEP2014,16JUL2014,45%,45%,,,33.8449000,-77.967600,36L,N,98,33.8449000,-77.967600,,,,36L,,,,,,,,,,
26,Y,Cc,982000167827822,A,TTL464,A,TTL460,A,103,102,97.8,,,,Y,,,1,0,116,0,0,0,New turtle; all tags applied; neither flipper tag stayed in,10:46:00 PM,,18JUL2014,0%,0%,,,33.8462000,-77.959980,39L,Y,117,33.8422500,-77.959940,33.8462000,-77.959980,39L,39R,East,,,,,,,,,
27,Y,Cc,982000167830276; 410C2E08,A,TTL454,E,TTL461,E,102,,96,92.6,,74,,63,,1,70,46,0,0,,Also laid nest #19; new PIT applied (did not pick up old PIT),11:40:00 PM,19SEP2014,18JUL2014,,,,,33.8535000,-77.960100,42L,N,,33.8535000,-77.960100,,,,42L,,,,,,,,,,
28,Y,Cc,982000167830021,E,UUT671,E,UUT657,E,,,,,,,Y,55,,1,88,8,11,2,3,Also laid nest #2 and #18,12:45:00 AM,11SEP2014,18JUL2014,88%,75%,,,33.8460300,-77.970410,35R,N,100,33.8460300,-77.970410,,,,35R,,,,,,,,,,
29,N,Cc,,,,,,,,,,,,,,59,,1,75,2,1,0,0,Turtle not seen; UTV at other turtle nesting,1:50:00 AM,15SEP2014,18JUL2014,96%,95%,,,33.8526900,-77.990280,24R,N,78,33.8526900,-77.990280,,,,24R,,,,,,,,,,
30,Y,Cc,4B1E382B2A,E,RRZ595,E,UUT635,E,111.5,110,103.9,102.4,101,80.1,,52,98,1,91,,91,0,,"Sharkbite! Also laid nest #6, #14 & #22, Clutch taken for Lohmann experiment (98 eggs)",1:05:00 AM,13SEP2014,23JUL2014,,,,,33.8484600,-77.976470,32R,Y,,33.8484600,-77.976470,33.8484600,-77.976470,32R,,,,,,,,,,,
31,N,Cc,,,,,,,,,,,,,,54,81,1,74,,74,0,,"Beaches not patrolled due to rain; nest found in AM, Clutch taken for Lohmann experiment (81 eggs)",10:00:00 AM,25SEP2014,02AUG2014,,,,,33.8473400,-77.973480,34R,Y,,33.8473400,-77.973480,33.8473400,-77.973480,34R,,,,,,,,,,,
32,N,Cc,,,,,,,,,,,,,,70,,1,70,27,3,1,1,Nest found in AM,6:43:00 AM,24OCT2014,15AUG2014,71%,67%,,,33.8434100,-77.964860,36L,N,99,33.8434100,-77.964860,,,,36L,,,,,,,,,,
33,N,Cc,,,,,,,,,,,,,,,,1,,,,,,"Nest found on 9/9/14 as high tide eroded scarp; 85 eggs found- all unfertilized (pink, purple, brown)",11:05:00 AM,,09SEP2014,,,,,33.8534500,-77.992610,21L,N,,33.8534500,-77.992610,,,,21L,,,,,,,,,,
1,N,Cc,,E,,,,,,,,,,,N,59,161,1,5,155,2,0,0,"Thomasina, May have been same turtle as false crawl BHI 2 & BHI 3 because of strange flipper mark, Nest relocated straight back, too close to scarp",6:42:00 AM,18JUL2015,20MAY2015,3%,2%,75.70,6.90,33.8532700,-77.992500,20L,Y,161,33.8532700,-77.992610,33.8532700,-77.992500,20L,20L,,,,,36.50,49.80,CC003328,,,
2,N,Cc,,E,,,,,,,,,,,N,62,,1,88,62,2,0,1,V-notch in flipper tracks,6:25:00 AM,22JUL2015,21MAY2015,58%,57%,7.00,10.00,33.8464000,-77.971000,34L,N,152,33.8464000,-77.971000,,,,34L,,,,,,,CC003448,,,
3,N,Cc,,E,,,,,,,,,,,N,56,,2,132,5,2,0,0,"Persephone/Georgina, 1 broken egg found inside of nest cavity, taken for Shamblin research; fresh egg taken for Simona research",6:15:00 AM,19JUL2015,24MAY2015,95%,94%,18.80,46.20,33.8613200,-78.006860,13R,N,139,33.8613200,-78.006860,,,,13R,,,,,,,CC004965,,,
4,N,Cc,,E,,,,,,,,,,,N,52,153,1,136,6,51,2,11,Heidi,6:30:00 AM,16JUL2015,25MAY2015,88%,54%,,,33.8475600,-77.973980,32L,N,154,33.8475600,-77.973980,,,,32L,,,,,,,CC003289,,,
5,Y,Cc,4C1B6C496F,E,TTL473,A,TTL467,A,,107,101.5,101,98,77,Y,54,128,2,97,19,11,2,8,"Calypso/Wanda, Gash on left shoulder, circle of barnacles on left side, same turtle as FC 4 & 5, nesting since 2005, 12th nest on BHI, 1 broken egg found inside of nest cavity",9:16:00 PM,20JUL2015,27MAY2015,77%,67%,75.00,13.00,33.8515800,-77.987680,25R,Y,126,33.8515800,-77.987710,33.8515800,-77.987680,25R,25R,,,,,27.50,61.00,CC004971,"UUT738, RRE279, UUT706, UUT708, RRE277, 425553341F, 466966674",,
6,Y,Cc,4A436A7D44,E,,E,,E,,,,,,,N,52,105,1,93,9,6,0,1,"Elena, Had two flipper tags that we could not read, came across turtle as covering, Nested on Holden twice and Ocean Isle once, LFF tag: UUT",12:47:00 AM,18JUL2015,27MAY2015,89%,84%,96.00,0.00,33.8541200,-77.995260,19S,Y,104,33.8541200,-77.995350,33.8541200,-77.995260,19S,19,,,,,35.00,61.00,CC004980,"UUT750, TTL541",,
7,Y,Cc,4C1B340029,E,TTL465,A,UUT778,E,98,97,93,91,90,76,Y,53,151,5,133,11,0,0,3,Nested on Oak Island 3 times,3:05:00 AM,20JUL2015,28MAY2015,88%,88%,75.50,5.20,33.8547600,-77.996760,18L,Y,152,33.8547600,-77.996320,33.8547600,-77.996760,18L,18L,,,,,26.20,54.50,CC004631,UUT740,,
8,Y,Cc,47090F520F,E,TTL459,A,UUT644 TTL562,A,100.5,99,92,92,91,70,Y,51,120,1,102,11,36,0,1,"Lee, Scar - triangular divet in back right flipper, jagged edges; turtle nesting semi-vertical on scarp, pit tag: right side",10:05:00 PM,21JUL2015,31MAY2015,89%,57%,77.30,7.60,33.8540100,-77.995470,19R,N,115,33.8540100,-77.995470,,,,19R,,,,,44.70,50.20,CC004967,TTL571,,
9,Y,Cc,4253323E24,E,UUT769,E,TTL451,A,98,97,96,92,91,71,Y,58,,1,25,93,1,0,1,Thumper,12:17:00 AM,28JUL2015,31MAY2015,21%,20%,6.00,8.40,33.8489020,-77.977901,30L,N,120,33.8489020,-77.977901,,,,30L,,,,,,,CC004559,"RRE293, RRE208, RRE181, TTS936, TTS937, UUT769, UUT719, TTL451, 4C1B35520E",,
10,Y,Cc,470D277210,E,"UUT616, UUT782",E,,E,,,,,,,,51,165,1,147,9,17,0,3,"BILLIE - Missing some chunks out of back part of carapace, did a crazy crawl job",1:40:00 AM,21JUL2015,31MAY2015,92%,81%,0.00,,33.8458000,-77.969580,35R,Y,160,33.8458000,-77.969580,33.8458000,-77.969580,35R,36L,,,,,14.30,5.50,CC000600,"RRE147, RRE148, TTS972, TTL563, TTL520, UUT616, UUT669, UUT782, 43337B7447, 470D4D1402, 470D277210",,
11,Y,Cc,9820000167830234,A,TTL456,A,TTL468,A,96,95,91,91,90,69,Y,52,118,1,101,8,24,2,6,"New turtle, all tags applied; had a lot of epibiota - algae, shrimp, barnacles, etc.",3:15:00 AM,23JUL2015,31MAY2015,87%,65%,,,33.8457000,-77.969800,35L,Y,116,33.8457000,-77.969800,33.8457000,-77.969800,35L,36L,,,,,,,CC000598,,,
12,Y,Cc,4A602F5518,E,TTL499,A,UUT727,E,108,107,96,102,100,75,Y,51,160,1,84,12,40,2,9,Ann,11:51:00 PM,23JUL2015,01JUN2015,79%,40%,13.80,8.20,33.8473900,-77.959970,39L,Y,106,33.8473900,-77.959870,33.8473900,-77.959970,39L,39L,,,,,10.00,2.00,CC000597,"UUT728, UUT727, UUT717, UUT626",,
13,Y,Cc,4B1C7E5236,E,TTL478,A,UUT772,E,95,94,90,88,86,69,Y,55,,1,95,2,2,0,0,Shelley,11:55:00 PM,29JUL2015,03JUN2015,97%,95%,,,33.8458200,-77.959660,39L,N,98,33.8458200,-77.959660,,,,39L,,,,,,,CC000604,"TTL570, TTL560, UUT790, UUT772",,
14,Y,Cc,42323E6349,E,,,TTL576,E,,,,,,,Y,49,154,1,111,29,22,4,12,"Gam Gam, HUGE turtle, same as FC #21, has been nesting on BHI since 2003",2:55:00 AM,22JUL2015,03JUN2015,73%,56%,50.50,14.70,33.8631940,-78.008722,11L,Y,153,33.8631940,-77.008880,33.8631940,-78.008722,11L,11L,,,,,,,CC003293,"QQR548, QQR545, QQR641, SSN087, RRE101, RRE576, RRE573, RRZ079, RRZ086, UUT698",,
15,Y,Cc,982000167829793,A,TTL500,A,TTL489,A,96.5,93,85,88,86,68,Y,52,,1,70,33,0,0,2,"Violet, Wandered all over the beach on her way back to the water, Top egg punctured by shell, New turtle, Nested on FF twice",9:33:00 PM,28JUL2015,05JUN2015,66%,66%,37.00,16.00,33.8502410,-77.482457,26L,N,106,33.8502410,-77.482457,,,,26L,,,,,,,CC008114,,,
16,Y,Cc,985100010679375,E,TTL495,A,UUT689,E,104.1,99,92.7,98,94,67,Y,48,107,1,93,11,10,0,0,"Mary Jane, Nesting since 1999, 17th nest on BHI",10:10:00 PM,25JUL2015,06JUN2015,89%,79%,0.00,1.50,33.8498060,-77.959944,42R,Y,105,33.8498060,-77.959880,33.8498060,-77.959944,42R,42L,,,,,13.20,2.00,CC003291,"SSE844, SSE872, RRE120, RRZ544, RRZ545, UUT699, UUT689, 470875684E",,
17,Y,Cc,982000167830176,A,TTL490,A,TTL480,A,94,95,93,86,85,71,Y,51,118,1,110,6,24,4,0,Nested on Oak Island and Capers Island,10:36:00 PM,28JUL2015,06JUN2015,94%,70%,82.50,9.00,33.8564600,-78.000660,17S,Y,117,33.8564600,-78.000690,33.8564600,-78.000660,17S,17,,,,,27.00,58.20,CC007784,,,
18,Y,Cc,4413160215,E,,E,TTL496,A,117,115,98,106,105,79,Y,52,161,1,56,103,3,0,0,"THOMASINA, Nesting since 2002, 21st nest on BHI, LFF tag: XXM66",3:34:00 AM,29JUL2015,06JUN2015,35%,33%,0.00,0.00,33.8457630,-77.969225,35L,Y,160,33.8457630,-77.962130,33.8457630,-77.969225,35L,36L,,,,,15.70,0.00,CC003328,"XXM637, XXM636, RRE203, M367, RRZ520, RRZ587, RRZ256, RRZ253, TTL561, 4253322111",,
19,N,Cc,,E,,,,,,,,,,,N,48,152,1,145,16,1,0,3,,5:30:00 AM,25JUL2015,06JUN2015,88%,87%,,,33.8464170,-77.959972,39L,Y,165,33.8464170,-77.959270,33.8464170,-77.959972,39L,39R,,,,,,,CC003448,,,
20,N,Cc,,E,,,,,,,,,,,N,48,101,1,88,4,20,0,3,Nested on west beach past the marina,8:00:00 AM,25JUL2015,06JUN2015,92%,71%,,,33.8812200,-77.997970,11L,Y,96,33.8812200,-77.997970,33.8812200,-77.997970,11L,1L,,,,,,,CC008112,,,
21,Y,Cc,,,,,,,,,,,,,N,50,93,1,68,14,9,1,2,"Turtle in water when found; nest on top of dune, very steep, Nested on Kure Beach and FF",11:30:00 PM,28JUL2015,07JUN2015,80%,68%,0.00,1.50,33.8459720,-77.970250,35R,Y,85,33.8459720,-77.964050,33.8459720,-77.970250,35R,39R,,,,,,,CC008111,,,
22,N,Cc,,,,,,,,,,,,,N,49,89,1,76,11,2,0,1,"Nested twice more on South Island, SC",1:40:00 AM,26JUL2015,07JUN2015,85%,83%,0.00,-4.00,33.8456200,-77.969180,35L,Y,89,33.8456200,-77.960660,33.8456200,-77.969180,35L,39L,,,,,18.60,0.00,CC007964,,,
23,Y,Cc,982000167829929,A,,,,E,,,,,,,Y,49,,1,108,2,13,0,10,"Heidi, Started covering when PIT tagged, may have gotten spooked; RFF tag existing but upside down & couldn’t read",2:09:00 AM,28JUL2015,08JUN2015,89%,79%,-3.00,20.10,33.8488610,-77.960139,42R,N,121,33.8488610,-77.960139,,,,42R,,,,,,,CC003289,,,
24,Y,Cc,982000167830085,A,TTL485,A,TTL482,A,98,97,89,90,89,68,Y,48,118,1,75,28,2,1,2,"Looks like she might have a chunk of her shell missing on left lower side, Nested right on construction, New turtle, nested on Isle of Palms and Lighthouse Island",11:50:00 PM,28JUL2015,09JUN2015,71%,68%,,,33.8606940,-78.006417,11L,Y,106,33.8606940,-78.010850,33.8606940,-78.006417,11L,11L,,,,,28.00,32.70,CC008011,,,
25,Y,Cc,4669543864,E,TTS982,E,UUT623,E,105,101,102,96,95,70,Y,48,130,2,84,7,5,5,6,"Persephone/Georgina, Same turtle that was stuck in construction zone for a day",12:45:00 AM,28JUL2015,09JUN2015,85%,75%,60.70,2.00,33.8605560,-78.006278,11L,Y,99,33.8605560,-78.006528,33.8605560,-78.006278,11L,11L,,,,,28.00,32.70,CC004965,"TTS987, UUT726, 4A6C0B471F",,
26,Y,Cc,425553341F,E,,E,,,,,,,,,,49,155,1,133,4,28,1,9,"Wanda/Calypso, Caught in construction zone, wandered for while, Nested right on construction",3:30:00 AM,29JUL2015,09JUN2015,90%,71%,,,33.8639410,-78.009313,11L,Y,147,33.8639410,-78.009900,33.8639410,-78.009313,11L,9L,,,,,,,CC004971,"UUT738, RRE279, UUT706, UUT708, RRE277, 4C1B6C496F, 466966674",,
27,Y,Cc,42554C595E,E,,,,,,,,,,,Y,73,,1,6,122,0,0,0,"Sumner, Relocated mid-incubation due to excessive washover, 7/16 (128 eggs)",1:19:00 AM,,11JUN2015,5%,5%,12.60,15.70,,,32L,N,129,,,,,,32L,,,,,,,CC004972,"XXM632, XXM634, RRE235, RRE170, RRE269, TTS938, TTS939, UUT716, UUT717, UUT686",,
